OTU,SB01,SB02,SB03,SB04,SB05,SB06,SB07,SB08,SB09,SB10,SB11,SB12,SB13,SB14,SB15,SB16,XS01,XS02,XS03,XS04,XS05,XS06,XS07,XS08,XS09,XS10,XS11,XS12,XS13,XS14,XS15,XS16
CL01151,38,2,0,20,0,0,0,0,5,0,0,1,0,3,0,0,8,9,8,9,0,0,0,0,0,0,0,0,13,0,0,0
CL01158,0,0,0,0,9,2,66,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,2,0,0,0,0,0,0,0,0
CL01175,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,71,0,0
CL01193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0
CL01194,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,75,0,0,0,8
CL01198,0,2,0,36,0,0,0,0,0,0,10,0,0,0,0,0,0,14,0,30,0,0,0,0,0,1,0,0,0,0,0,0
CL01202,0,2,0,6,4,3,2,21,0,9,6,2,0,6,0,1,0,8,3,3,3,6,0,1,2,0,0,0,0,0,3,0
CL01204,0,0,0,0,1,3,0,48,1,3,0,3,0,0,3,1,0,0,0,0,9,15,0,1,1,2,0,0,0,0,1,1
CL01206,0,0,0,0,0,0,0,0,0,0,20,33,0,0,0,0,0,19,0,0,0,0,0,0,0,11,13,0,0,0,0,3
CL01207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,1,8,2,0,0,2,0,0,0,5,2,0,0,0,12
CL01209,0,0,0,0,0,0,17,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
CL01217,0,2,0,0,0,0,0,0,4,0,1,0,0,25,10,1,10,0,13,0,0,0,0,3,0,0,1,0,0,5,12,1
CL01242,14,1,0,0,0,3,3,0,0,15,1,1,32,0,0,0,0,0,0,4,1,3,0,1,0,1,0,15,0,0,0,0
CL01250,0,0,0,0,0,12,3,10,1,9,1,0,0,0,0,0,0,0,1,0,14,13,6,4,4,0,0,0,0,0,0,0
CL01256,0,6,0,1,0,0,0,0,0,0,0,0,4,17,1,5,0,1,6,1,0,0,0,0,0,0,0,0,13,18,1,4
CL01258,0,0,0,0,0,0,0,0,0,0,0,7,1,20,8,9,1,0,0,0,0,0,0,0,0,0,0,0,4,16,10,7
CL01260,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,13,0,0,0,0,22,0,13,15,9,7,0,0,0,0,0,0
CL01261,0,0,0,5,5,7,8,20,0,3,0,5,0,0,0,0,2,0,2,0,4,22,1,7,0,0,0,0,0,0,0,1
CL01265,0,0,0,0,0,0,0,0,0,12,0,1,0,39,13,0,0,0,0,0,0,0,7,0,0,0,0,9,0,1,0,0
CL01267,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,37,0,0,0,0,0,4,13,0,12
CL01269,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,10,0,0,0,0,0,0,0,0,1,0,7,8,13,0,14,1
CL01273,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,33,0,0,0,27,2,11,12,10,0,0,0,0,0,0,0
CL01280,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,35,9,16,11,21,0,0,1,0,0,0,0,0,0,0,0
CL01281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
CL01283,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,12,49,1,2
CL01284,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
CL01291,0,0,0,0,0,0,29,0,4,4,0,22,0,0,0,0,0,0,0,0,0,0,0,3,14,2,8,7,0,0,0,0
CL01315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,34
CL01324,0,0,0,0,0,6,1,32,0,6,0,0,0,0,9,1,0,0,2,0,3,8,3,2,1,0,0,0,0,0,7,0
CL01327,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,48,0,0,0,0
CL01329,0,0,0,0,0,0,2,3,0,0,0,0,0,11,0,8,1,0,0,1,0,0,5,0,0,0,0,4,16,14,4,4
CL01330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,89
CL01337,0,0,0,0,0,0,59,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0
CL01339,0,0,0,0,10,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,15,0,0,0,30,0,0,0,0
CL01347,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
CL01350,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,8,0,1,14,35,5,3,0,12,0,2,0,4,1,0,0,0
CL01356,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,15,0,2,5,7,4,4,4,0,0,2,0,0,13,13,5,14
CL01365,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,1,0,0,0,0,0,2,13,0,0,0
CL01366,0,0,0,0,0,2,0,0,0,0,0,0,0,19,3,6,0,0,0,0,0,0,0,11,0,0,0,0,0,7,13,5
CL01372,0,0,2,4,0,0,0,0,0,26,0,0,0,8,0,3,27,1,2,1,0,0,1,0,0,0,5,1,0,0,0,0
CL01373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,5,0,6,0,36,0,12
CL01398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0
CL01409,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,78,0,3,0,0,0,0,2,0,0,1,4,0,0,0,0
CL01410,0,0,0,6,0,3,0,38,0,4,0,3,0,0,0,0,5,0,4,1,6,6,0,1,0,0,0,0,1,0,2,0
CL01412,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,14,0,3
CL01432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0
CL01441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01443,0,0,0,0,3,22,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0
CL01444,0,0,7,9,0,5,0,0,1,5,0,0,0,17,2,2,3,2,0,0,0,0,2,0,0,8,0,0,0,1,0,1
CL01448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,46,0,1
CL01451,0,0,10,0,0,0,0,0,0,0,12,2,0,8,0,0,0,0,0,0,0,0,0,0,29,15,3,1,0,0,0,0
CL01471,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0
CL01488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,59,2
CL01514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0
CL01517,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
CL01524,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,24,0
CL01533,10,5,33,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
CL01547,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0
CL01548,71,1,0,0,0,0,0,1,0,0,0,2,0,7,2,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0
CL01554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0
CL01572,0,0,0,0,0,0,0,0,2,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,28,1,0,0
CL01579,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,0
CL01630,31,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,10,7,5,13,0,0,0,0,0,0,0,0,0,0,0,0
CL01631,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,3,0,0,0,0,0,0,2,0,0,0,0,0,5,4,1,12
CL01632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,22,0,0
CL01642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
CL01679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,21,1
CL01680,0,0,0,0,0,0,6,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
CL01703,1,0,2,0,3,0,1,7,3,5,0,2,0,0,0,0,1,2,1,0,3,10,0,3,6,1,3,0,0,0,0,0
CL01721,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,10,0,0,0,0,0,4,9,0,2,19
CL01729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,61,0,0,0,0
CL01735,0,0,0,0,0,0,0,0,0,0,0,0,24,0,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01743,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CL01745,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,58,1,0,0,0,0,0,0,0
CL01750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,24
CL01754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
CL01758,0,4,0,7,0,0,0,0,1,10,2,4,0,0,0,0,0,0,0,5,0,0,0,0,0,6,14,0,0,0,0,0
CL01759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,14,0,0
CL01761,0,1,0,0,0,0,0,0,0,6,1,0,2,1,0,4,5,0,3,2,8,2,7,1,0,0,1,5,3,5,1,2
CL01765,1,0,0,4,1,3,0,5,4,6,0,0,0,0,0,1,0,3,4,4,1,1,0,0,3,0,4,0,2,2,0,1
CL01774,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,30,0,0,0,0,5,0,0,0,0,0,0,0
CL01781,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,12,6,4,0,0,1,0,0,0,0,0,0,0
CL01789,0,2,1,2,0,0,1,3,0,11,0,1,0,0,0,0,3,3,3,4,1,0,1,1,4,2,4,4,0,0,0,0
CL01794,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,18,0,0,0
CL01798,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01800,0,0,0,0,4,3,0,2,0,1,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,8,0,0,0,0,22
CL01808,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,1,0,15,13,0,0
CL01813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
CL01817,0,0,0,0,0,0,0,0,0,2,0,1,0,27,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
CL01820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0
CL01822,0,0,0,0,2,0,0,0,0,12,0,0,0,10,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0
CL01834,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,7
CL01844,0,0,0,2,0,0,0,0,0,0,0,0,3,15,0,7,0,0,2,0,0,0,0,0,0,0,0,0,4,8,1,0
CL01846,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,1
CL01848,0,3,3,0,0,0,0,0,0,0,0,1,0,1,0,1,8,0,3,5,3,1,1,3,7,2,4,0,7,3,0,0
CL01850,0,1,0,3,0,0,1,0,0,0,1,0,0,10,5,1,0,0,0,0,0,3,0,0,0,0,0,0,5,5,12,0
CL01855,0,0,8,0,7,2,2,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,2,0
CL01858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8
CL01860,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01866,0,0,0,0,0,2,0,3,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,20,0,8,0,0,0,0,2,0
CL01891,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0
CL01897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,38,2
CL01898,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
CL01910,0,0,1,0,0,0,0,1,0,0,2,0,0,10,0,20,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,2
CL01914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
CL01927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
CL01932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
CL01933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
CL01935,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0
CL01952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,6
CL01970,0,0,0,0,1,3,5,2,0,0,1,0,0,0,0,6,0,0,0,0,12,0,0,0,0,1,1,0,13,0,0,0
CL01972,0,0,0,0,1,0,0,1,2,0,0,0,0,6,0,1,0,0,0,0,2,0,3,0,13,0,0,0,0,4,0,7
CL01986,0,8,0,12,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,5,12,6,0,0,0,0,0
CL02008,0,0,0,0,0,0,0,2,0,0,6,0,0,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
CL02012,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,7,0,0,0,24,0,0,0,0
CL02018,0,0,0,0,1,1,6,0,0,0,0,0,0,7,22,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0
CL02024,0,0,0,0,1,0,1,13,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,18,0,0,0,0,0,0
CL02027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02028,0,0,0,0,0,0,2,0,0,22,0,0,6,0,0,0,1,1,0,0,0,1,1,0,0,0,0,7,0,0,0,3
CL02039,0,0,0,0,7,0,11,10,0,0,4,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CL02045,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,6,16,3,0,0,0,0,0,0,0,1
CL02056,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,3
CL02065,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0
CL02067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1
CL02068,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02075,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02080,0,0,2,0,0,9,0,0,0,0,5,0,0,0,0,13,7,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0
CL02081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,42,0,0,0,0,0,0,0
CL02087,0,0,0,4,4,0,0,0,0,0,3,0,0,3,9,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,0,0
CL02089,0,0,0,0,0,1,0,6,0,1,1,0,0,0,16,0,0,0,0,0,0,3,0,10,2,0,0,0,0,7,0,0
CL02090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0
CL02107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0
CL02110,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
CL02125,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,3,0,1,2,15,0,0,0,0,0,9,0,0,3
CL02129,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
CL02133,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,10,3,3
CL02135,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
CL02149,0,0,0,7,0,3,2,3,0,0,0,1,0,0,4,3,0,0,1,3,3,1,1,0,1,0,1,0,0,1,1,2
CL02162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,27,0,0
CL02170,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
CL02179,0,4,0,3,0,6,0,0,1,0,0,4,0,0,0,0,20,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,28,0,0,0,0
CL02213,0,0,0,0,0,0,0,1,1,0,9,1,0,0,2,3,0,0,9,1,0,0,0,0,0,0,0,0,0,0,9,0
CL02214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,8,4,0,0,0
CL02230,0,0,0,0,0,0,0,0,0,3,0,0,14,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0
CL02242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
CL02252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,8,1,0,5,0,12,0,0,8
CL02256,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7
CL02257,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,8,3,1,3
CL02261,0,0,0,3,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,36,0
CL02287,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,11,19,0,0,0,0,0,0,0,0,0,0,0,1,0
CL02299,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
CL02303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,20
CL02327,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CL02328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
CL02331,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1,9
CL02335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,15
CL02370,0,3,0,8,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0
CL02372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0
CL02373,0,0,0,3,0,0,0,0,1,2,0,2,0,0,0,0,12,6,1,1,0,0,2,0,0,0,3,0,0,2,0,1
CL02375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,21,0,0,0,3,0,0,0,0,0,0,0
CL02384,0,0,0,0,1,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02389,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,1
CL02395,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
CL02396,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,12,10,4,0,0,0,0,0,0,0,0
CL02409,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,1,1,0,0,0,0,11,0,4,0,0,0,0,0
CL02410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
CL02411,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0
CL02416,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
CL02428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15,3,7,8,0,0,0,0,0,0,0,0
CL02430,0,0,0,0,0,0,0,0,0,4,1,1,0,3,0,0,3,0,10,0,0,0,8,0,0,0,0,3,0,1,0,0
CL02444,0,0,0,0,3,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,6,0,0,0,0
CL02461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,24,0,0,0,0,0,0,0,0,0
CL02487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0
CL02494,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02510,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02512,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,8
CL02517,0,0,0,0,0,1,0,2,0,3,0,0,1,12,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02520,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,7,0,5,1
CL02535,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,5,0,0,0,0,0,8,0,0
CL02541,0,5,0,0,0,0,0,0,1,0,0,0,0,14,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3
CL02547,2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0
CL02550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,5
CL02565,0,2,0,8,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,5,0,0,0,0,2,4,2,2,0,0,0,0
CL02570,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,13,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0
CL02575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,30,0,0,0,0,0,0,0
CL02578,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
CL02587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
CL02589,4,0,0,2,0,0,0,0,1,7,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02608,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02614,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0
CL02618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,28,0,0,0,0,0,0,0,0
CL02619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0
CL02624,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,19,3,0,0,0,0,0,0,0
CL02654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,2
CL02656,0,0,25,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
