OTU,SB01,SB02,SB03,SB04,SB05,SB06,SB07,SB08,SB09,SB10,SB11,SB12,SB13,SB14,SB15,SB16,XS01,XS02,XS03,XS04,XS05,XS06,XS07,XS08,XS09,XS10,XS11,XS12,XS13,XS14,XS15,XS16
CL01764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,1,0,32,0,0,6
CL01759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,29,0,0
CL01768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,28
CL01777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01780,3,0,0,1,0,0,4,0,0,0,0,0,0,14,0,0,0,0,4,1,2,1,0,4,3,0,0,0,0,5,35,0
CL01772,0,1,0,2,0,0,0,0,0,11,0,0,0,0,0,0,46,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0
CL01781,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,17,11,0,15,10,4,0,0,4,0,0,0,0,0,0,0
CL01769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
CL01773,0,0,0,0,0,4,0,0,0,5,0,1,0,13,26,0,0,0,0,0,7,4,0,0,0,8,0,0,9,0,0,0
CL01776,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,25,0,0,0,0,0,2,0,0,15
CL01782,3,1,13,0,0,0,0,0,0,0,0,0,0,0,50,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
CL01770,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,74,0,0,0,0,0
CL01771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0
CL01779,0,0,0,0,0,0,5,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
CL01774,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,44,0,0,0,0,6,0,0,0,0,0,0,0
CL01778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
CL01789,0,4,2,2,0,0,1,6,1,18,0,4,0,0,0,0,3,3,3,5,3,0,2,2,5,2,5,5,0,0,0,0
CL01799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,3,0,0,0,0,0,0,0
CL01796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0
CL01785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0
CL01784,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,36,1,0,0,0,0,0,0,0,0,0,0,0,0
CL01794,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,19,0,0,0,0,0,0,0,24,0,0,0
CL01790,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,14
CL01787,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01797,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,4,37,0,0,0,0
CL01800,0,0,0,0,8,6,0,4,0,3,0,0,0,0,0,0,8,0,0,11,0,0,0,1,0,0,9,0,0,0,0,26
CL01798,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01786,0,0,0,0,0,0,57,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01791,0,0,0,0,6,8,0,0,0,7,1,0,0,0,0,0,0,0,6,0,19,29,0,0,0,0,0,0,0,0,0,0
CL01792,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,2,0,0,35,5,0,0,0,7,16,0,1
CL01788,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01793,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,1,0
CL01795,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
CL01806,0,1,0,0,0,0,28,1,0,0,0,5,0,0,0,0,15,0,0,0,0,0,0,5,0,0,0,20,0,0,0,0
CL01807,0,0,0,1,0,0,25,4,3,12,4,7,0,1,0,0,0,3,2,0,0,3,2,0,2,2,3,0,0,0,1,0
CL01809,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01815,0,0,0,0,0,2,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,5,0,14,16,9
CL01805,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0
CL01803,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01816,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0
CL01817,0,0,0,0,0,0,0,0,0,5,0,4,0,58,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
CL01814,0,0,0,0,0,0,0,0,0,3,0,0,1,15,2,3,0,0,0,0,0,0,15,0,0,0,5,0,0,7,8,16
CL01819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0
CL01804,0,0,0,0,54,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0
CL01810,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01818,0,0,0,0,6,3,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,4,0,0,0,0,0
CL01813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
CL01801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0
CL01808,0,0,1,0,0,0,1,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0,1,1,0,3,0,22,26,2,0
CL01811,0,12,0,0,0,0,0,3,0,0,2,8,0,0,0,0,0,2,0,20,0,0,0,0,5,0,10,13,0,0,0,0
CL01812,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01827,0,0,0,0,11,14,36,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
CL01822,0,0,0,0,10,0,0,0,0,24,0,0,0,19,0,0,0,0,0,0,0,5,0,16,0,0,0,0,0,0,0,0
CL01829,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5
CL01834,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,10
CL01821,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0
CL01824,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CL01832,0,0,0,0,0,0,0,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,0,0,0,0,0
CL01823,0,0,0,13,0,4,0,13,0,15,6,0,0,0,0,0,0,0,0,0,2,1,4,5,0,1,2,0,0,0,8,0
CL01833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01838,0,0,0,0,0,0,0,0,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01826,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
CL01835,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,1,28,0,0,2,0,0,0,0,0,0,0,0,1,0,10,0
CL01831,0,0,0,0,0,0,10,13,9,0,0,0,0,6,0,0,0,0,0,0,9,0,4,11,0,8,0,4,0,0,0,0
CL01836,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0
CL01820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0
CL01828,0,0,0,0,0,0,0,0,0,0,0,0,0,34,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01837,0,12,0,0,0,0,0,11,0,4,14,0,0,0,0,0,0,2,0,0,0,0,0,0,13,12,6,0,0,0,0,0
CL01830,0,0,0,1,0,0,0,0,0,0,0,0,0,20,14,0,0,0,4,7,0,0,0,0,0,0,0,0,0,19,7,2
CL01845,0,0,0,0,3,49,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0
CL01841,0,0,0,0,0,0,0,69,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01839,0,0,0,0,0,6,16,2,3,12,0,0,0,0,0,0,0,0,0,0,4,24,0,6,0,0,0,0,0,0,0,0
CL01846,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,1
CL01848,0,3,4,1,0,0,0,0,0,0,0,1,0,1,0,2,10,1,3,6,4,3,4,3,7,2,4,0,9,4,1,0
CL01842,0,0,0,0,0,3,38,2,0,5,0,0,0,0,0,0,0,0,0,0,9,11,5,0,0,0,0,0,0,0,0,0
CL01844,0,0,0,2,0,0,0,0,0,0,0,0,3,35,0,12,0,0,2,2,0,0,0,0,0,0,0,0,5,11,1,0
CL01840,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01857,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,13,0,0,23,0,10,0,0,15,0,0,4,0
CL01851,0,0,0,0,0,0,0,0,0,0,0,0,2,22,11,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,18,0
CL01858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11
CL01855,0,0,13,0,10,3,3,3,0,0,5,0,0,0,1,0,0,0,0,0,2,0,0,0,29,0,0,0,0,0,3,0
CL01853,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,38,15,6,8
CL01850,0,1,0,5,0,0,1,0,0,0,2,0,0,16,7,2,0,0,0,0,0,3,0,0,0,0,0,0,9,8,17,1
CL01854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,70
CL01860,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0
CL01862,0,0,0,0,0,0,0,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
CL01852,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0
CL01856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0
CL01849,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,47,0,0,0,0,0,0,1,1,0,13,0,8,0,0,0,0
CL01871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,16
CL01872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,5,0,0
CL01868,0,0,0,0,53,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CL01876,0,18,0,0,0,0,7,0,0,0,0,0,0,0,0,0,26,3,0,11,0,0,0,2,4,0,0,0,0,0,0,0
CL01866,0,0,0,0,0,2,0,6,0,0,21,0,0,3,0,1,0,0,0,0,0,0,0,25,0,11,0,0,0,0,2,0
CL01875,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
CL01863,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01867,0,0,0,0,0,0,0,0,0,0,0,0,0,49,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
CL01873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,56,0,0,0
CL01874,0,0,0,0,10,11,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,5,4,0,0,0,0
CL01864,0,0,0,0,0,0,39,0,0,5,2,2,0,0,0,0,0,0,0,0,2,1,12,1,0,5,0,2,0,0,0,0
CL01865,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,44,0,3
CL01870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,34,5,0,0,0,0,0,0
CL01891,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0
CL01886,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,6,41,0,2,0,0,0,0,0,15,0,0,0
CL01880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0
CL01881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0
CL01887,0,0,0,0,0,66,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01884,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,13,0,6
CL01885,12,0,0,4,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12,0,13,3,11,0,0,0,0,0,0,0
CL01879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,1,0,0,5,0,0,0,0,0,0,0,0,0,0,21,8
CL01888,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,41,0,13
CL01878,0,0,0,0,3,0,5,0,0,0,3,37,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,12,0,0,0,0
CL01882,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,3,0,0,0,0,0,0,0,0,0,0,0,0
CL01883,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,10,0,0
CL01890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01906,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46,0,0,2,9,6,0,5,0,0,0,0,0
CL01897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,59,4
CL01898,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01900,0,0,0,0,0,0,0,0,0,2,0,0,9,0,4,15,0,0,0,0,7,0,8,4,3,8,0,2,7,0,0,0
CL01904,0,0,0,0,6,0,5,3,2,0,0,0,0,0,11,0,0,0,0,0,12,3,22,4,0,0,0,1,0,0,0,0
CL01905,0,0,0,0,0,0,0,0,0,8,3,0,29,0,0,0,0,0,0,0,0,0,11,0,0,1,0,4,3,10,0,0
CL01908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,35,0,0,0,0,0,0,0,0,0,0,0,0
CL01892,0,0,0,0,0,2,0,0,5,0,0,0,0,18,0,0,8,4,2,0,0,13,0,0,0,14,0,0,3,0,0,0
CL01894,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01893,0,1,2,1,11,10,29,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01896,0,2,0,11,0,0,0,1,0,29,1,0,0,0,0,0,0,10,0,0,0,0,0,1,0,5,2,7,0,0,0,0
CL01895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0
CL01902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0
CL01903,0,0,0,0,0,0,0,4,0,0,0,0,22,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0
CL01907,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01901,0,0,0,0,0,0,0,0,3,0,0,0,0,22,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01912,0,1,0,0,0,3,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,3,0,30,0,6,5,0,0,0,0
CL01913,14,0,7,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,20,0
CL01911,0,0,0,4,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01916,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
CL01920,0,0,0,0,1,0,11,4,0,0,10,28,0,0,1,0,0,0,0,0,3,2,0,0,5,3,0,0,0,0,0,0
CL01909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,12
CL01915,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,59,0,5,0,0,0,0,0,0,0,0,0,0,0,0
CL01923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
CL01919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,18
CL01926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01922,0,0,0,0,0,0,0,0,2,0,4,0,0,0,32,0,0,3,0,5,0,0,0,1,0,0,13,0,0,0,0,8
CL01925,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,0,0,6,0,0,19,0,2,0,0
CL01921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0
CL01910,0,0,2,0,0,0,0,2,0,0,2,0,0,21,0,30,0,0,0,0,4,0,0,0,0,0,0,0,0,3,2,2
CL01918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0
CL01917,0,0,0,0,0,0,0,0,0,13,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
CL01934,0,0,0,0,16,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,6,0,0,0,0,0,0,0,0
CL01931,0,0,0,0,0,1,0,0,0,34,0,0,0,0,4,4,0,0,0,0,5,0,4,8,0,0,0,7,0,0,0,0
CL01945,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,51,0,0,0,0
CL01946,21,0,0,0,0,0,0,0,0,0,0,0,8,0,7,10,1,0,0,4,0,0,0,0,0,0,0,0,2,0,14,0
CL01940,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,24,0,0,0,0,0,0,0,0,0,0,0,4,2,15,0
CL01947,0,0,0,3,0,0,0,0,1,0,0,0,6,6,4,5,0,0,1,4,0,0,3,0,5,0,0,0,2,18,5,4
CL01927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
CL01943,0,0,0,0,5,10,27,16,0,0,1,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
CL01935,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,60,0,0,0,0
CL01939,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
CL01944,0,1,0,61,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
CL01942,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,23,12,28,0,0,0,0,0,0,0,0,0,0,0,0
CL01938,0,3,0,8,0,0,6,8,3,6,0,0,0,0,0,0,16,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0
CL01929,0,0,0,1,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,19,0,0
CL01941,0,0,0,0,3,0,33,4,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
CL01936,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01930,1,0,0,0,0,0,0,0,0,0,0,0,40,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
CL01937,0,0,0,8,1,0,7,0,0,0,0,0,0,0,15,25,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0
CL01933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0
CL01959,0,0,0,0,6,1,5,0,1,3,4,12,0,15,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01962,0,0,0,0,0,0,0,1,0,0,0,0,0,32,0,23,1,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0
CL01954,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,21,27,0,0
CL01950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,49
CL01955,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0
CL01958,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0
CL01956,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
CL01951,0,0,0,0,0,0,1,5,0,4,19,0,21,0,0,0,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,0
CL01949,0,1,0,0,0,1,0,0,0,44,0,3,0,0,6,0,0,0,1,7,0,2,0,0,0,0,0,0,0,0,1,0
CL01957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,38,12,0,0
CL01953,0,0,0,2,0,5,0,0,0,1,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,33,0,0
CL01952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,8
CL01948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,29,0,0
CL01960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6
CL01961,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,31,2,0,16
CL01967,5,0,0,0,0,0,0,0,0,0,0,0,14,21,0,23,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
CL01981,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,28,0,0,0,0,0,0,0,0,0
CL01965,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01978,12,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,14,0,9,2,0,0,0,0,0,0,0,0
CL01982,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL01971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,20,0,0,0,0,0,0,5,0,0
CL01974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,60,0,0
CL01977,0,0,0,0,24,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0
CL01983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0
