OTU,SB01,SB02,SB03,SB04,SB05,SB06,SB07,SB08,SB09,SB10,SB11,SB12,SB13,SB14,SB15,SB16,XS01,XS02,XS03,XS04,XS05,XS06,XS07,XS08,XS09,XS10,XS11,XS12,XS13,XS14,XS15,XS16
CL02356,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
CL02357,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02364,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0
CL02365,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,4,8,0,4,7,0
CL02367,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,16
CL02369,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1
CL02377,0,0,0,0,0,10,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0
CL02379,0,2,0,6,0,0,0,0,0,0,0,0,2,9,0,1,5,0,3,0,0,0,0,2,0,0,0,0,2,0,0,0
CL02381,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,3,0,0,0,3,0,0,0,0,0,2,0,0,0,6,0,0
CL02388,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,27,0,0,0
CL02390,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,2,9,0,0,0,0,0,0,0,0,0,2,0,9,0,0,6
CL02393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,2,0,1
CL02403,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02406,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,12,0,0,0,0,0,7,0,0,2
CL02418,0,0,5,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0
CL02423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,0
CL02434,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0
CL02435,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,2
CL02436,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,4,1,0,2,3,0,0,0,0,1
CL02442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
CL02449,0,0,0,0,2,0,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,1,8
CL02453,0,0,0,2,0,0,6,0,0,0,3,0,2,2,4,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,3,2
CL02455,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0
CL02456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
CL02458,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0
CL02464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,14,0,4,1,0,0,10,1,0,0,0,3,0
CL02467,5,0,0,0,1,0,2,2,0,0,2,0,0,0,0,0,1,3,3,1,3,1,1,1,3,3,1,5,1,0,0,0
CL02471,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02473,0,0,0,0,0,0,0,0,0,0,2,1,15,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
CL02479,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,15,0,0,0,0,0,0
CL02480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
CL02482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,9,1,0,0,1,4,3
CL02483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,8,0,0,0,1,0,0,0,0,0
CL02486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
CL02489,0,0,2,1,0,0,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,3,1,0,1,0,1,12,0,0,0,0
CL02490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,13,5,0,1,0,0,1,3,5,1,0,0,0,0
CL02495,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,4,0,5,0,0,0,0,0,4,0,1,0,0,3
CL02500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,1,0,0,0,0,15,0,0
CL02504,5,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0
CL02505,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,15,0
CL02509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02513,0,0,0,0,0,0,11,2,0,1,0,1,2,0,0,0,0,0,0,0,5,0,0,1,0,2,1,0,0,0,0,0
CL02516,0,0,0,0,0,3,22,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02526,0,0,0,0,2,10,0,5,0,0,4,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0
CL02529,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,13,0,0,0,0
CL02530,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
CL02533,0,0,0,1,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0
CL02534,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02537,0,0,0,0,0,0,0,0,1,15,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0
CL02545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
CL02549,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,1,0,0
CL02554,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
CL02556,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,2
CL02563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,11
CL02564,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02571,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,5,0,0,0,0
CL02572,0,0,0,0,0,0,0,1,0,8,0,2,1,0,1,0,0,0,0,0,2,0,0,0,4,0,0,3,0,0,9,0
CL02576,0,0,0,0,0,0,8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,9,0,0,0,0
CL02580,0,0,24,1,4,0,0,0,0,4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,3,0,0,0,0,19,0,1
CL02590,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,0,1,4,1,0,1,0,12,0,0,0
CL02591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0
CL02593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
CL02594,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CL02595,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
CL02596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,16,6,0
CL02602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
CL02603,0,0,0,1,0,0,0,0,6,2,0,0,0,0,11,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,5
CL02605,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
CL02606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,30
CL02607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0
CL02610,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,2,0,0,0,0,0,0,0
CL02611,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02613,0,0,0,2,0,0,0,3,0,0,0,1,0,7,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CL02617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,3,0,0,0,16,0,0,0,0
CL02621,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,7,0,0,0,5,0,2,1,0,7,0,0,1,0
CL02626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,0,0
CL02627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
CL02628,0,0,0,0,0,0,1,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0
CL02633,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
CL02638,0,0,0,0,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02645,0,0,0,0,8,0,12,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
CL02652,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
CL02658,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CL02659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,3,0,0,13,0,0
CL02661,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0
CL02664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,15
CL02665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,1
CL02670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
CL02675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,9
CL02677,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,5,0,0,0,0,0,4,4,0,0
CL02681,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02684,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,19,0,0,0
CL02687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0
CL02692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,11
CL02700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4
CL02701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,2,1,0,1,4,0,0,2,3
CL02703,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02704,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,8,1,0,0,0
CL02713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0
CL02714,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,0,0
CL02717,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
CL02721,0,0,0,0,0,0,1,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,13,2,0,2,0,3,0,0,1,0
CL02723,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,0,0,0,0,0,0,0,3,0,4,7
CL02725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,6,0,0,0,2,0,6,0,0
CL02736,0,0,0,1,0,0,0,1,2,0,3,0,4,0,0,1,1,3,2,0,1,1,0,0,0,1,1,0,0,0,1,1
CL02738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
CL02739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,22,0,0
CL02741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02742,0,0,0,0,0,0,0,0,0,10,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0
CL02743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,4
CL02758,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,2,1,0,0,0,0,1,8,2,0,2,1,1,1,0,1,0
CL02759,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,4,0,0,0,0,2,0,0,0,0,4
CL02760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
CL02762,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,2
CL02766,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,8,0,1,0,0,1,0,10,0,0
CL02771,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
CL02772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,0,0,0,0,0,0
CL02773,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0
CL02776,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
CL02778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
CL02781,0,0,0,0,0,0,0,0,0,8,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
CL02782,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02783,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02784,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
CL02786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
CL02788,0,0,0,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
CL02793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0
CL02799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0
CL02802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2
CL02829,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,5,0
CL02834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,10,0,0
CL02835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,5
CL02836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12
CL02838,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,18,4,0,0,0,0,0,1,1,0,0,0,0,0
CL02840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02841,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
CL02842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
CL02843,0,1,0,0,0,0,1,3,1,1,0,4,0,0,0,1,0,0,0,2,3,0,3,0,1,1,1,3,0,0,0,0
CL02848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,8,1,1,1,5,5,0,1,1,0
CL02850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
CL02853,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,1
CL02855,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
CL02860,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
CL02861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
CL02865,0,0,0,0,0,0,0,0,0,3,2,0,0,1,1,4,0,0,0,0,1,0,0,1,0,0,0,0,0,2,5,0
CL02866,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,4,6,1,0,0,0,0,0,0,0,0,0
CL02869,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,2
CL02875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,7,0,1,0,0,0
CL02876,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
CL02877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,20,0,0,0,0,0
CL02879,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0
CL02880,0,0,0,0,0,0,2,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0
CL02883,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
CL02891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,1
CL02895,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CL02896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02899,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,0,0,0,0
CL02903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
CL02905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
CL02906,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
CL02907,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02909,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,7,0,0,0,0
CL02912,0,0,0,0,0,6,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CL02913,0,0,0,0,0,2,0,0,0,0,6,0,0,2,6,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,1
CL02915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,14,1,0,0,0,0,3,0,0,0
CL02918,0,0,0,1,0,0,1,0,0,0,1,0,0,0,5,0,0,0,4,0,0,4,0,0,0,0,0,0,3,5,0,0
CL02923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,5,3,7,2,2,0,0,0,0
CL02926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CL02927,0,0,0,2,0,0,0,0,2,0,0,0,4,1,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0
CL02929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
CL02938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,0,0,0
CL02944,0,0,0,9,0,0,0,2,4,0,0,1,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0
CL02946,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,8
CL02947,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,5,0,0,0,0,0,0,4,0,0,0,2,0
CL02949,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02956,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0
CL02958,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0
CL02960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0
CL02961,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
CL02966,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,13,0,0,0,0
CL02974,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CL02979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
CL02982,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CL02989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
CL02992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
CL02994,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL02998,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,1,0,0,0,0,0,10,0,0
CL02999,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,6,0,0,0,0,0,0
CL03001,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,0,0,1,2,0,0,0,2,3,0,0
CL03005,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,4,1,1,3,0,0,0,0
